Date,Time,Reason For Call,Patrol Officer Name/Street,Street/Unit,Unit/Car,Race,Gender,Outcome,Severity
4/19/2019,1628,- MOTOR VEHICLE STOP CITATEON - WARNING :,PATROL KEVIN P GARNER |,HANCOCK RD |,34 |,W,F,3,0
4/19/2019,1634,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL KALVIN DZIEDZIAK,MAIN ST,35,W,F,3,0
4/19/2019,933,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL DAVID JENNINGS D |,HANCOCK RD,35,B,M,3,0
4/19/2019,852,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL DAVID JENNINGS D,HANCOCK RD,35,W,M,3,0
4/19/2019,2110,-~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL KALVIN DZIEDZIAK,NORTH HOOSAC RD,35,W,M,3,0
4/18/2019,1619,~ MOTOR VEHICLE STOP CITATION ~ CIVIL,PATROL KALVIN DZIEDZIAK,MAIN ST,35,W,M,4,1
4/15/2019,104,- MOTOR VEHICLE STOP CITATION ~ WARNING |,PATROLMAN SCOTT SKORUPSKI ),WHITMAN ST 2,32,W,M,3,0
4/15/2019,1627,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL TANIA HERNANDEZ,MAIN ST,36,W,M,3,0
4/14/2019,107,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL ANTHONY M DUPRAT |,WATER ST /,34 |,W,F,3,0
4/13/2019,221,- MOTOR VEHICLE STOP CITATION - WARNING ),PATROL ANTHONY M DUPRAT |,COLD SPRING RD,38 |,W,F,3,0
4/13/2019,1943,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL JOHN J MCCONNELL JR,BRIDGES RD,38,W,F,3,0
4/13/2019,1625,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL JOHN J MCCONNELL JR,NEW ASHFORD RD,38,W,M,3,0
4/12/2019,1248,- MOTOR VEHICLE STOP CITATION - WARNING :,PATROL DAVID JENNINGS D },COLD SPRING RD :,34 |,W,F,3,0
4/12/2019,1017,- MOTOR VEHICLE STOP CITATION - WARNING :,SERGEANT SCOTT E MCGOWAN,NEW ASHFORD RD,30,W,F,3,0
4/12/2019,1946,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL SHUAN N WILLIAM |,NEW ASHFORD RD |,32:00:00,W,F,3,0
4/12/2019,1851,- MOTOR VEHICLE STOP CITATION - CIVIL :,PATROL JOHN J MCCONNELL JR,NA,NA,W,M,4,1
4/12/2019,1440,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL DAVID JENNINGS D |,NEW ASHFORD RD,30,W,M,3,0
4/11/2019,843,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL DAVID JENNINGS D |,NORTH HOOSAC RD,34,W,F,3,0
4/11/2019,856,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL DAVID JENNINGS D ;,NORTH HOOSAC RD |,34 |,W,M,3,0
4/10/2019,1625,- MOTOR VEHICLE STOP CITATION - WARNING ),PATROL JOHN J MCCONNELL JR,WATER ST,38,W,F,3,0
4/10/2019,2332,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL ANTHONY M DUPRAT !,MAIN ST,38,W,M,3,0
4/8/2019,2347,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL ANTHONY M DUPRAT,MAIN ST,38,W,M,3,0
4/7/2019,947,~- MOTOR VEHICLE STOP CRIMINAL COMPLAINT,NA,BRIDGES RD,NA,W,F,5,1
4/7/2019,1005,~ MOTOR VEHICLE STOP CITATION ~ WARNING |,SERGEANT SCOTT E MCGOWAN,BRIDGES RD,30,W,F,3,0
4/7/2019,1307,~- MOTOR VEHICLE STOP CITATION - WARNING,SERGEANT SCOTT E MCGOWAN,NEW ASHFORD RD,30,W,F,3,0
4/7/2019,2114,- MOTOR VEHICLE STOP CITATION - CIVIL |,PATROL SHUAN N WILLIAM |,BRIDGES RD 2,32 |,W,F,4,1
4/7/2019,2141,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL JOHN J MCCONNELL JR,MAIN ST,38,W,M,3,0
4/6/2019,1046,-~ MOTOR VEHICLE STOP CITATION - WARNING,SERGEANT SCOTT E MCGOWAN,BRIDGES RD,30,W,F,3,0
4/6/2019,1714,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL JOHN J MCCONNELL JR,NEW ASHFORD RD,38,W,F,3,0
4/6/2019,2340,- MOTOR VEHICLE STOP CITATION ~ WARNING,DISPATCHER LAURIE TUPER,SOUTHWORTH ST,38,W,M,3,0
4/6/2019,1424,- MOTOR VEHICLE STOP CITATION -~ WARNING,PATROL DAVID JENNINGS D,WATER ST,34,W,F,3,0
4/5/2019,1651,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL JOHN J MCCONNELL JR |,WATERMAN PL |,38,W,F,3,0
4/5/2019,728,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL KALVIN DZIEDZIAK,COLD SPRING RD,34,W,M,3,0
4/4/2019,1843,- MOTOR VEHICLE STOP CITATION - WARNING :,PATROL KEVIN P GARNER,HANCOCK RD |,34 |,W,F,3,0
4/4/2019,2258,- MOTOR VEHICLE STOP CITATION ~ WARNING |,PATROL KEVIN P GARNER,COLD SPRING RD,34,W,F,3,0
4/4/2019,1716,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL SHUAN N WILLIAM,NORTH HOOSAC RD,32,W,M,3,0
4/4/2019,20,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROLMAN SCOTT SKORUPSKI :,HOPKINS HALL DR },32 |,W,M,3,0
4/3/2019,821,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL TANIA HERNANDEZ,COLE AVE,36,W,F,3,0
4/2/2019,101,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL ANTHONY M DUPRAT,SAND SPRINGS RD,38,W,M,3,0
4/2/2019,823,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL TANIA HERNANDEZ,COLE AVE,36,W,M,3,0
4/1/2019,937,~ MOTOR VEHICLE STOP CITATION - WARNING,SERGEANT SCOTT E MCGOWAN,NEW ASHFORD RD,30,A,F,3,0
4/1/2019,947,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL TANIA HERNANDEZ,MAIN ST,36,W,F,3,0
4/1/2019,1221,~ MOTOR VEHICLE STOP CITATION - WARNING,SERGEANT SCOTT E MCGOWAN,BRIDGES RD,30,W,M,3,0
3/31/2019,809,- MOTOR VEHICLE sTopP CITATION - WARNING |,SERGEANT SCOTT E MCGOWAN |,BRIDGES RD |,30 |,W,F,3,0
3/31/2019,1726,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL SHUAN N WILLIAM |,BRIDGES RD |,32 .,W,F,3,0
3/31/2019,1905,- MOTOR VEHICLE STOP CITATION ~ WARNING,NA,HANCOCK RD,32,W,F,3,0
3/31/2019,1947,-~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL SHUAN N WILLIAM,NEW ASHFORD RD,32 |,W,F,3,0
3/31/2019,2107,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL JOHN J MCCONNELL JR |,MAIN ST |,38 ),W,F,3,0
3/31/2019,1736,~ MOTOR VEHICLE STOP CITATION - WARNING |,PATROL JOHN J MCCONNELL JR,COLD SPRING RD,38,B,M,3,0
3/29/2019,15,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROLMAN SCOTT SKORUPSKT 2,MAIN ST |,32 2,W,M,3,0
3/29/2019,345,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL KALVIN DZIEDZTAK |,NORTH HOOSAC RD,38 |,W,M,3,0
3/29/2019,624,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL KALVIN DZIEDZIAK,WATER ST,38,W,M,3,0
3/28/2019,443,- MOTOR VEHICLE STOP CITATION - WARNING !,PATROL KALVIN DZIEDZTAK |,COLD SPRING RD |,38 |,W,F,3,0
3/28/2019,31,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL KALVIN DZIEDZIAK,NEW ASHFORD RD,38,W,M,3,0
3/27/2019,21,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL KEVIN P GARNER,COLD SPRING RD |,34,B,F,3,0
3/27/2019,205,- MOTOR VEHICLE STOP CITATION ~- WARNING |,PATROL KEVIN P GARNER,COLD SPRING RD,34:00:00,W,F,3,0
3/27/2019,244,- MOTOR VEHICLE STOP CITATION ~ WARNING :,PATROL ANTHONY M DUPRAT |,MAIN ST },38:00:00,W,F,3,0
3/26/2019,731,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL TANIA HERNANDEZ,MAIN ST,36,B,M,3,0
3/25/2019,2041,- MOTOR VEHICLE STOP CITATION ~ WARNING,NA,NA,34,W,F,3,0
3/24/2019,2321,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROLMAN SCOTT SKORUPSKI,SIMONDS RD |,32,W,F,3,0
3/24/2019,56,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL CRAIG A EICHHAMMER,COLD SPRING RD,31,W,M,3,0
3/24/2019,910,- MOTOR VEHICLE STOP CITATION - WARNING |,SERGEANT SCOTT E MCGOWAN ),MAIN ST |,30 |,W,M,3,0
3/22/2019,1813,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL SHUAN N WILLIAM,BRIDGES RD,32,W,M,3,0
3/21/2019,2236,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL KEVIN P GARNER,COLD SPRING RD,34,W,M,3,0
3/20/2019,1704,- MOTOR VEHICLE STOP CITATION -~ CIVIL,PATROL SHUAN N WILLIAM,COLD SPRING RD,38,W,F,4,1
3/20/2019,1212,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL DAVID JENNINGS D,NORTH HOOSAC RD,34,W,M,3,0
3/19/2019,1845,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL JOHN J MCCONNELL JR,MAIN ST,38,W,F,3,0
3/19/2019,1951,- MOTOR VEHICLE STOP CITATION - WARNING .,PATROL KALVIN DZIEDZIAK,MAIN ST,32,B,M,3,0
3/19/2019,45,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL CRAIG A BICHHAMMER,WATER ST,32,W,M,3,0
3/16/2019,55,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL ANTHONY M DUPRAT,COLD SPRING RD,38,W,M,3,0
3/16/2019,1810,- MOTOR VEHICLE STOP CITATION - WARNING |,SERGEANT DAVID R LEMIEUX,NA,31 },W,M,3,0
3/15/2019,1757,- MOTOR VEHICLE STOP CITATION - WARNING !,PATROL JOHN J MCCONNELL JR,MAIN ST,38,W,F,3,0
3/15/2019,1606,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL SHUAN N WILLIAM,MAIN ST,32 |,W,F,3,0
3/15/2019,1945,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL SHUAN N WILLIAM |,NEW ASHFORD RD |,32:00:00,W,F,3,0
3/15/2019,1941,~ MOTOR VEHICLE STOP CITATION - WARNING :,PATROL KEVIN P GARNER |,COLD SPRING RD,34,W,M,3,0
3/15/2019,2132,- MOTOR VEHICLE STOP CITATION - CIVIL |,PATROL JOHN J MCCONNELL JR,NORTH HOOSAC RD,38 |,W,M,4,1
3/13/2019,1803,~ MOTOR VEHICLE STOP CITATION - CIVIL |,PATROL JOHN J MCCONNELL JR |,NORTH ST,38 |,W,M,4,1
3/13/2019,2017,- MOTOR VEHICLE STOP CITATION -~ WARNING,PATROL DAVID JENNINGS D,BRIDGES RD,35,W,M,3,0
3/9/2019,1726,~ MOTOR VEHICLE STOP CITATION - CIVIL,PATROL SHUAN N WILLIAM,BRIDGES RD,32,W,F,4,1
3/9/2019,1558,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL SHUAN N WILLIAM :,MAIN ST |,32,W,M,3,0
3/8/2019,920,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL DAVID JENNINGS D,NORTH HOOSAC RD |,34 |,W,M,3,0
3/8/2019,2301,- MOTOR VEHICLE STOP CITATION - WARNING !,PATROL KEVIN P GARNER,COLD SPRING RD |,34 |,W,M,3,0
3/8/2019,1810,- MOTOR VEHICLE STOP CITATION - CIVIL |,NA,NORTH HOOSAC RD,38 |,W,M,4,1
3/4/2019,736,- MOTOR VEHICLE STOP CITATION ~ WARNING |,| PATROL KALVIN DZIEDZIAK },COLD SPRING RD,34,W,F,3,0
3/4/2019,1629,- MOTOR VEHICLE STOP CITATION - WARNING ),PATROL KEVIN P GARNER |,HANCOCK RD !,34 ),W,M,3,0
3/4/2019,1644,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL KEVIN P GARNER |,HANCOCK RD |,34 |,W,M,3,0
3/3/2019,1934,- MOTOR VEHICLE STOP CITATION - CIVIL |,PATROL JOHN J MCCONNELL JR |,NORTH HOOSAC RD,38,B,M,4,1
3/3/2019,1543,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL SHUAN N WILLIAM ),HANCOCK RD |,32,W,M,3,0
3/2/2019,1308,~ MOTOR VEHICLE STOP CITATION - WARNING |,PATROL SHUAN N WILLIAM,BRIDGES RD,32,W,M,3,0
3/1/2019,2201,- MOTOR VEHICLE STOP CITATION - WARNING :,PATROL ANTHONY M DUPRAT,COLD SPRING RD ),34,B,M,3,0
3/1/2019,17,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROLMAN SCOTT SKORUPSKI |,WATER ST :,32 2,W,M,3,0
2/28/2019,2130,~- MOTOR VEHICLE STOP CITATION - WARNING,| PATROL ANTHONY M DUPRAT,COLE AVE,34,W,F,3,0
2/26/2019,2007,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL KALVIN DZIEDZIAK,NORTH HOOSAC RD,NA,W,M,3,0
2/23/2019,1735,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL JOHN J MCCONNELL JR,NA,38,W,F,3,0
2/21/2019,803,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL DAVID JENNINGS D,GREEN RIVER RD,34,W,F,3,0
2/16/2019,1647,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROLMAN SCOTT SKORUPSKI,LATHAM ST,32,W,F,3,0
2/16/2019,2015,~- MOTOR VEHICLE STOP CITATION - WARNING | |,PATROL JOHN J MCCONNELL JR,NORTH ST,38,W,M,3,0
2/15/2019,1945,-. MOTOR VEHICLE STOP CITATION - WARNING,PATROL KEVIN P GARNER,MAIN ST,NA,B,M,3,0
2/15/2019,1748,- MOTOR VEHICLE STOP CITATION - WARNING :,PATROL JOHN J MCCONNELL JR,COLD SPRING RD,38,W,M,3,0
2/14/2019,1422,~ MOTOR VEHICLE STOP CITATION - CIVIL,PATROL DAVID JENNINGS D,COLD SPRING RD,34,W,M,4,1
2/13/2019,1614,- MOTOR VEHICLE STOP CITATION - WARNING .,PATROL KEVIN P GARNER |,HANCOCK RD,NA,W,M,3,0
2/12/2019,2303,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL KEVIN P GARNER,COLD SPRING RD,34,W,F,3,0
2/12/2019,1817,- MOTOR VEHICLE STOP CITATION - WARNING 2,PATROL JOHN J MCCONNELL JR .,NORTH HOOSAC RD,38 C<U+FFFD>;,W,M,3,0
2/12/2019,859,- MOTOR VEHICLE STOP CITATION - WARNING :,PATROL DAVID JENNINGS D,MAIN ST 7,34,W,M,3,0
2/10/2019,31,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROLMAN SCOTT SKORUPSKI :,LUCE RD,32,W,F,3,0
2/9/2019,1719,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL JOHN J MCCONNELL JR,NEW ASHFORD RD,38,W,M,3,0
2/8/2019,1617,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL SHUAN N WILLIAM,MAIN ST,32,W,M,3,0
2/6/2019,1402,- MOTOR VEHICLE STOP CITATION - WARNING },PATROL DAVID JENNINGS D |,BRIDGES RD -,30 |,W,F,3,0
2/6/2019,2012,- MOTOR VEHICLE STOP . CITATION ~- WARNING,PATROL JOHN J MCCONNELL JR,NORTH HOOSAC RD,38,W,M,3,0
2/4/2019,1015,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL KALVIN DZTEDZTIAK,MAIN ST,30,W,M,3,0
2/3/2019,147,- MOTOR VEHICLE STOP CITATION -~ WARNING |,PATROL KEVIN P GARNER,COLD SPRING RD,34,W,F,3,0
2/2/2019,153,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL ANTHONY M DUPRAT |,WATER ST |,30,W,F,3,0
2/2/2019,1856,~ MOTOR VEHICLE STOP CITATION - WARNING,SERGEANT DAVID R LEMIEUX },MAIN ST :,31 ',W,M,3,0
2/1/2019,2051,- MOTOR VEHICLE STOP ARREST (S) |,PATROL SHUAN N WILLIAM,NORTH HOOSAC RD ),38,W,M,7,1
1/27/2019,1556,~- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL KALVIN DZIEDZIAK |,MAIN ST,30,W,M,3,0
1/26/2019,1052,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL DAVID JENNINGS D,MAIN ST,30 |,W,F,3,0
1/26/2019,2002,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL JOHN J MCCONNELL JR,NORTH HOOSAC RD,38,B,M,3,0
1/23/2019,1308,- MOTOR VEHICLE STOP CITATION - WARNING :,PATROL DAVID JENNINGS D,MAIN ST,30,W,F,3,0
1/23/2019,2201,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL JOHN J MCCONNELL JR,MAIN sT .,38,W,M,3,0
1/16/2019,2025,~ MOTOR VEHICLE STOP CITATION - WARNING,NA,HANCOCK RD,34,W,F,3,0
1/16/2019,28,~- MOTOR VEHICLE STOP ; CITATION - WARNING,PATROLMAN SCOTT SKORUPSKI,MAIN ST,32,W,F,3,0
1/16/2019,824,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL DAVID JENNINGS D,NORTH HOOSAC RD,34,W,M,3,0
1/16/2019,1807,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL JOHN J MCCONNELL JR,NA,38,W,M,3,0
1/16/2019,1947,-~ MOTOR VEHICLE STOP CITATION - CIVIL,PATROL JOHN J MCCONNELL JR,NEW ASHFORD RD,38,W,M,4,1
1/15/2019,1714,- MOTOR VEHICLE STOP CITATION ~ WARNING,NA,COLE AVE,32,W,M,3,0
1/15/2019,1824,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL SHUAN N WILLIAM,BRIDGES RD,32,W,M,3,0
1/15/2019,1844,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL SHUAN N WILLIAM :,BRIDGES RD |,32,W,M,3,0
1/14/2019,735,- MOTOR VEHICLE STOP CITATION - WARNING .,PATROL TANIA HERNANDEZ,COLD SPRING RD,36,W,F,3,0
1/11/2019,2029,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL JOHN J MCCONNELL JR .,NORTH HOOSAC RD :,38 2,W,F,3,0
1/9/2019,950,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL DAVID JENNINGS D,NORTH ST,34,W,M,3,0
1/9/2019,1027,- MOTOR VEHICLE STOP . CITATION - WARNING,PATROL DAVID JENNINGS D,NORTH HOOSAC RD |,34,W,M,3,0
1/8/2019,923,- MOTOR VEHICLE STOP CITATION ~ CIVIL,PATROL TANIA HERNANDEZ,NORTH HOOSAC RD,36,W,F,4,1
1/7/2019,2044,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL KEVIN P GARNER,NEW ASHFORD RD,34,W,F,3,0
1/5/2019,938,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL DAVID JENNINGS D,SAND SPRINGS RD,34,W,F,3,0
1/4/2019,1752,- MOTOR VEHICLE STOP CITATION - WARNING |,NA,NORTH HOOSAC RD,38,W,F,3,0
1/3/2019,1936,- MOTOR VEHICLE STOP CITATION - WARNING .,PATROL KEVIN P GARNER,HANCOCK RD,NA,W,F,3,0
1/3/2019,1509,- MOTOR VEHICLE STOP CITATION - WARNING 2,SERGEANT DAVID R LEMIEUX ),GALE RD |,31,W,F,3,0
1/3/2019,1517,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL JOHN J MCCONNELL JR |,COLE AVE,38 !,W,F,3,0
1/2/2019,1738,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL KEVIN P GARNER -,NEW ASHFORD RD,34 .,W,M,3,0
1/2/2019,2144,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL KEVIN P GARNER,COLD SPRING RD,34,W,M,3,0
11/17/2018,1442,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL BRAD SACCO,MAIN ST,34,W,M,3,0
9/14/2015,1631,~<U+FFFD> MOTOR VEHICLE STOP CITATION - WARNING,PATROL JOHN J MCCONNELL JR,NORTH HOOSAC RD,38,W,F,3,0
9/14/2015,1529,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL BRAD SACCO,GREEN RIVER RD,NA,W,M,3,0
9/14/2015,1729,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL JOHN J MCCONNELL JR,COLE AVE,38,W,M,3,0
10/1/2013,1344,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL BRAD SACCO,WATER ST,35,W,M,3,0
3/26/1974,1939,#NAME?,PATROL KEVIN P GARNER,HANCOCK RD,34,W,M,3,0
3/26/1974,2794,#NAME?,BARB BRUCATO,NORTH HOOSAC RD,34,W,M,3,0
